SEQN,Monthly family income,Total household income,Total family income,education level,Year
85434,7,15,15,3,2015.2016
85435,11,15,14,5,2015.2016
85437,2,3,3,4,2015.2016
85438,12,15,15,5,2015.2016
85439,12,15,15,5,2015.2016
85440,11,15,15,4,2015.2016
85441,11,15,15,5,2015.2016
85442,12,15,15,5,2015.2016
85443,10,14,14,4,2015.2016
85444,6,5,5,4,2015.2016
85445,3,3,3,2,2015.2016
85446,4,4,4,3,2015.2016
85448,5,7,7,2,2015.2016
85449,1,2,1,3,2015.2016
85450,4,5,5,5,2015.2016
85451,11,14,14,4,2015.2016
85452,12,15,15,5,2015.2016
85453,6,6,6,4,2015.2016
85454,11,14,14,5,2015.2016
85456,4,4,4,3,2015.2016
85457,11,15,15,4,2015.2016
85458,6,8,8,4,2015.2016
85459,1,6,6,2,2015.2016
85460,9,14,14,4,2015.2016
85462,7,14,14,5,2015.2016
85463,10,10,10,1,2015.2016
85465,5,5,5,2,2015.2016
85466,12,15,15,5,2015.2016
85467,3,3,3,3,2015.2016
85468,8,10,10,4,2015.2016
85469,4,6,4,4,2015.2016
85470,3,2,2,3,2015.2016
85471,4,4,4,2,2015.2016
85472,12,14,14,5,2015.2016
85473,8,10,10,2,2015.2016
85474,8,8,8,1,2015.2016
85475,11,15,15,4,2015.2016
85476,7,8,8,3,2015.2016
85477,7,7,7,4,2015.2016
85478,2,2,2,4,2015.2016
85479,6,6,6,4,2015.2016
85480,2,3,3,2,2015.2016
85481,5,9,6,3,2015.2016
85482,7,6,6,3,2015.2016
85483,6,6,6,4,2015.2016
85484,8,7,7,1,2015.2016
85485,8,10,10,4,2015.2016
85486,12,15,15,4,2015.2016
85487,5,5,5,3,2015.2016
85488,12,4,4,3,2015.2016
85489,5,6,6,4,2015.2016
85490,5,6,6,3,2015.2016
85491,5,5,5,2,2015.2016
85492,7,8,8,4,2015.2016
85493,5,12,6,5,2015.2016
85495,11,14,14,4,2015.2016
85496,12,15,15,4,2015.2016
85497,11,14,14,2,2015.2016
85498,5,4,4,4,2015.2016
85499,3,3,3,4,2015.2016
85502,7,5,5,1,2015.2016
85504,12,15,15,5,2015.2016
85505,7,7,7,2,2015.2016
85506,3,4,4,2,2015.2016
85507,12,9,9,4,2015.2016
85508,4,5,5,4,2015.2016
85509,7,9,9,4,2015.2016
85511,1,7,7,5,2015.2016
85512,6,6,6,3,2015.2016
85513,7,7,7,5,2015.2016
85515,9,14,14,4,2015.2016
85517,6,6,6,3,2015.2016
85518,12,15,15,5,2015.2016
85519,12,15,15,5,2015.2016
85520,1,4,4,4,2015.2016
85521,6,6,6,4,2015.2016
85523,11,15,15,4,2015.2016
85524,8,14,14,5,2015.2016
85525,3,4,4,1,2015.2016
85527,7,14,14,5,2015.2016
85529,8,8,8,1,2015.2016
85531,6,6,6,3,2015.2016
85532,5,5,5,5,2015.2016
85533,6,6,6,3,2015.2016
85534,7,9,9,4,2015.2016
85535,4,3,3,4,2015.2016
85536,2,2,2,1,2015.2016
85538,5,4,4,1,2015.2016
85539,3,3,3,2,2015.2016
85540,3,1,1,1,2015.2016
85541,11,15,15,4,2015.2016
85542,3,4,4,3,2015.2016
85543,12,15,15,5,2015.2016
85545,12,14,14,4,2015.2016
85546,5,2,2,4,2015.2016
85547,8,8,8,4,2015.2016
85549,3,3,3,4,2015.2016
85550,12,15,15,5,2015.2016
85551,12,12,14,5,2015.2016
85552,10,9,9,3,2015.2016
85556,4,4,4,3,2015.2016
85557,9,7,7,4,2015.2016
85559,10,14,14,4,2015.2016
85560,5,8,8,4,2015.2016
85561,9,10,10,4,2015.2016
85562,10,10,10,5,2015.2016
85564,6,6,6,4,2015.2016
85565,6,8,8,1,2015.2016
85566,6,6,6,3,2015.2016
85567,3,4,4,2,2015.2016
85568,7,10,10,2,2015.2016
85569,7,7,7,4,2015.2016
85570,12,15,15,2,2015.2016
85571,5,7,7,3,2015.2016
85573,12,15,15,5,2015.2016
85575,5,5,5,5,2015.2016
85576,7,7,7,4,2015.2016
85577,7,7,7,3,2015.2016
85578,11,10,10,5,2015.2016
85579,7,4,4,4,2015.2016
85580,8,7,7,4,2015.2016
85582,8,7,7,4,2015.2016
85583,7,7,7,4,2015.2016
85584,12,15,15,4,2015.2016
85587,8,9,9,5,2015.2016
85588,7,7,7,5,2015.2016
85589,5,15,15,3,2015.2016
85592,6,7,7,2,2015.2016
85593,4,4,4,3,2015.2016
85594,12,15,15,5,2015.2016
85596,7,7,7,4,2015.2016
85597,1,14,2,5,2015.2016
85600,3,3,3,3,2015.2016
85601,7,6,6,1,2015.2016
85602,4,4,4,2,2015.2016
85604,3,2,2,3,2015.2016
85606,11,15,15,5,2015.2016
85607,8,10,10,2,2015.2016
85608,7,5,5,3,2015.2016
85609,12,15,15,4,2015.2016
85611,8,8,8,3,2015.2016
85612,12,15,15,5,2015.2016
85613,1,1,1,5,2015.2016
85614,6,6,6,5,2015.2016
85615,12,15,15,4,2015.2016
85616,8,6,6,1,2015.2016
85617,3,4,3,4,2015.2016
85618,8,8,8,4,2015.2016
85619,9,14,14,4,2015.2016
85620,12,15,15,5,2015.2016
85623,12,15,15,5,2015.2016
85624,5,5,5,3,2015.2016
85625,12,15,15,5,2015.2016
85626,4,3,3,1,2015.2016
85627,12,9,9,2,2015.2016
85628,12,15,15,4,2015.2016
85630,7,10,10,4,2015.2016
85631,9,14,14,4,2015.2016
85632,8,10,10,4,2015.2016
85633,9,8,8,4,2015.2016
85635,11,14,14,5,2015.2016
85637,5,4,4,3,2015.2016
85638,11,15,15,5,2015.2016
85639,3,3,3,2,2015.2016
85640,1,6,1,2,2015.2016
85641,10,14,14,4,2015.2016
85642,6,8,8,5,2015.2016
85643,5,6,6,2,2015.2016
85645,7,7,7,3,2015.2016
85646,6,7,7,3,2015.2016
85647,7,10,10,5,2015.2016
85648,2,2,2,4,2015.2016
85649,2,3,3,4,2015.2016
85650,9,14,14,5,2015.2016
85651,4,7,7,3,2015.2016
85652,9,14,14,5,2015.2016
85653,6,7,7,3,2015.2016
85654,12,15,15,5,2015.2016
85655,6,6,6,5,2015.2016
85657,12,15,15,4,2015.2016
85659,12,15,15,4,2015.2016
85660,12,15,15,5,2015.2016
85661,8,9,9,4,2015.2016
85662,3,3,3,1,2015.2016
85663,2,2,2,4,2015.2016
85664,12,15,15,5,2015.2016
85665,12,15,15,5,2015.2016
85666,12,9,9,4,2015.2016
85667,10,8,8,3,2015.2016
85668,8,8,8,4,2015.2016
85669,7,8,8,4,2015.2016
85670,4,7,7,1,2015.2016
85672,4,4,4,3,2015.2016
85673,4,5,5,4,2015.2016
85674,11,15,15,4,2015.2016
85675,5,15,3,5,2015.2016
85676,10,10,10,4,2015.2016
85677,12,15,15,5,2015.2016
85678,12,15,15,3,2015.2016
85679,8,8,8,5,2015.2016
85680,9,10,10,5,2015.2016
85681,8,6,6,4,2015.2016
85682,6,9,9,2,2015.2016
85683,12,15,15,5,2015.2016
85685,7,10,10,4,2015.2016
85686,12,15,15,4,2015.2016
85687,2,1,1,3,2015.2016
85688,12,15,15,5,2015.2016
85691,8,9,9,4,2015.2016
85692,10,14,14,2,2015.2016
85693,10,9,9,2,2015.2016
85694,9,9,9,2,2015.2016
85697,2,2,2,1,2015.2016
85698,5,6,6,3,2015.2016
85699,8,6,6,4,2015.2016
85700,9,9,9,4,2015.2016
85701,3,5,5,1,2015.2016
85702,3,7,7,3,2015.2016
85704,11,14,14,5,2015.2016
85705,8,10,10,5,2015.2016
85707,9,15,15,5,2015.2016
85708,6,7,7,1,2015.2016
85709,11,14,14,5,2015.2016
85711,8,9,9,5,2015.2016
85712,7,8,8,2,2015.2016
85714,12,14,14,2,2015.2016
85715,3,3,3,3,2015.2016
85717,12,15,15,5,2015.2016
85718,6,12,6,3,2015.2016
85719,12,15,15,5,2015.2016
85720,12,15,15,5,2015.2016
85721,9,9,9,2,2015.2016
85722,5,6,6,1,2015.2016
85725,12,4,4,4,2015.2016
85726,6,6,6,3,2015.2016
85727,7,7,7,4,2015.2016
85728,4,4,4,4,2015.2016
85729,12,15,15,5,2015.2016
85730,7,6,6,4,2015.2016
85732,12,15,15,5,2015.2016
85733,7,6,6,3,2015.2016
85734,12,15,15,1,2015.2016
85735,4,6,6,5,2015.2016
85736,8,8,8,4,2015.2016
85737,10,15,15,5,2015.2016
85739,12,15,15,5,2015.2016
85740,5,5,5,1,2015.2016
85742,5,3,3,3,2015.2016
85744,11,15,15,5,2015.2016
85745,6,6,6,4,2015.2016
85746,10,10,10,4,2015.2016
85748,11,5,5,5,2015.2016
85749,7,7,7,3,2015.2016
85750,8,15,15,4,2015.2016
85751,7,15,9,4,2015.2016
85752,7,8,8,3,2015.2016
85753,12,14,14,5,2015.2016
85754,12,15,15,5,2015.2016
85755,8,9,9,4,2015.2016
85759,12,15,15,4,2015.2016
85760,8,8,8,3,2015.2016
85762,3,6,4,1,2015.2016
85763,3,5,5,4,2015.2016
85764,12,15,15,5,2015.2016
85766,9,7,7,2,2015.2016
85767,1,5,5,2,2015.2016
85768,6,6,6,4,2015.2016
85770,4,4,4,1,2015.2016
85771,11,15,15,4,2015.2016
85774,3,3,3,2,2015.2016
85775,8,8,8,3,2015.2016
85776,3,1,1,1,2015.2016
85777,3,5,5,4,2015.2016
85778,3,4,4,1,2015.2016
85780,4,4,4,3,2015.2016
85783,4,6,6,4,2015.2016
85784,3,3,3,1,2015.2016
85786,12,15,15,5,2015.2016
85787,7,14,14,1,2015.2016
85788,4,7,7,3,2015.2016
85789,9,14,14,3,2015.2016
85790,2,2,2,4,2015.2016
85791,8,6,6,2,2015.2016
85796,6,7,7,4,2015.2016
85797,8,10,10,5,2015.2016
85799,1,2,2,2,2015.2016
85800,8,9,9,4,2015.2016
85801,10,15,15,4,2015.2016
85802,2,3,3,2,2015.2016
85803,6,6,6,3,2015.2016
85804,11,15,15,4,2015.2016
85807,2,3,3,2,2015.2016
85808,4,6,4,4,2015.2016
85809,9,9,9,3,2015.2016
85810,5,10,10,3,2015.2016
85811,8,14,14,3,2015.2016
85812,12,9,9,2,2015.2016
85814,7,7,7,4,2015.2016
85816,11,15,15,5,2015.2016
85817,7,5,5,4,2015.2016
85818,6,5,5,3,2015.2016
85819,7,7,7,5,2015.2016
85821,7,10,10,3,2015.2016
85822,10,9,9,3,2015.2016
85823,6,14,8,1,2015.2016
85824,8,8,8,4,2015.2016
85825,9,6,6,2,2015.2016
85827,6,6,6,3,2015.2016
85828,6,10,8,5,2015.2016
85830,9,8,8,5,2015.2016
85831,5,7,7,4,2015.2016
85832,10,14,14,4,2015.2016
85836,11,10,10,3,2015.2016
85837,4,3,3,3,2015.2016
85838,6,7,7,5,2015.2016
85840,7,7,7,4,2015.2016
85841,12,15,15,3,2015.2016
85844,5,5,5,4,2015.2016
85846,8,9,9,5,2015.2016
85847,10,14,14,4,2015.2016
85848,10,14,14,3,2015.2016
85849,7,9,9,5,2015.2016
85850,6,7,7,3,2015.2016
85851,6,6,6,4,2015.2016
85853,6,9,9,4,2015.2016
85855,3,3,3,3,2015.2016
85856,12,15,15,5,2015.2016
85857,7,10,6,4,2015.2016
85858,11,14,14,3,2015.2016
85859,7,7,7,4,2015.2016
85861,10,9,9,4,2015.2016
85862,5,5,5,5,2015.2016
85863,2,2,2,1,2015.2016
85864,10,7,7,5,2015.2016
85865,11,15,15,5,2015.2016
85866,8,7,7,2,2015.2016
85868,2,3,3,4,2015.2016
85869,7,8,8,1,2015.2016
85871,5,4,4,1,2015.2016
85873,5,9,6,4,2015.2016
85874,12,15,15,5,2015.2016
85875,12,15,15,5,2015.2016
85876,12,15,15,4,2015.2016
85877,7,7,7,4,2015.2016
85878,10,14,14,5,2015.2016
85879,8,14,14,5,2015.2016
85880,9,8,8,5,2015.2016
85882,2,4,4,4,2015.2016
85883,10,15,15,5,2015.2016
85885,1,6,6,5,2015.2016
85886,8,10,4,5,2015.2016
85887,3,3,3,4,2015.2016
85888,7,14,14,3,2015.2016
85890,12,15,15,5,2015.2016
85894,10,14,14,4,2015.2016
85896,4,4,4,4,2015.2016
85897,3,5,5,2,2015.2016
85898,2,3,3,2,2015.2016
85899,3,3,3,5,2015.2016
85901,6,5,5,4,2015.2016
85902,12,15,15,5,2015.2016
85903,5,5,5,4,2015.2016
85904,6,5,5,4,2015.2016
85906,5,8,8,3,2015.2016
85907,4,6,6,2,2015.2016
85908,4,3,3,2,2015.2016
85909,9,9,9,4,2015.2016
85910,12,15,15,5,2015.2016
85912,2,2,2,3,2015.2016
85913,12,15,15,5,2015.2016
85914,4,4,4,5,2015.2016
85915,10,10,10,4,2015.2016
85916,8,7,7,4,2015.2016
85917,12,15,15,5,2015.2016
85918,7,7,7,2,2015.2016
85919,5,9,9,1,2015.2016
85920,11,14,14,4,2015.2016
85921,10,15,15,5,2015.2016
85922,7,7,7,2,2015.2016
85923,1,4,4,5,2015.2016
85924,8,15,15,5,2015.2016
85925,8,7,7,5,2015.2016
85926,6,5,5,2,2015.2016
85927,12,15,15,3,2015.2016
85928,10,10,10,4,2015.2016
85929,7,7,7,2,2015.2016
85931,3,3,3,3,2015.2016
85932,10,10,10,4,2015.2016
85933,12,15,15,5,2015.2016
85934,3,5,5,3,2015.2016
85935,8,8,8,4,2015.2016
85936,8,9,9,4,2015.2016
85937,12,15,15,3,2015.2016
85938,3,4,4,1,2015.2016
85939,7,7,7,3,2015.2016
85940,9,7,7,4,2015.2016
85941,8,7,7,3,2015.2016
85942,12,8,8,4,2015.2016
85943,5,7,4,5,2015.2016
85944,10,15,15,5,2015.2016
85945,10,9,9,4,2015.2016
85946,8,9,9,4,2015.2016
85948,8,1,1,4,2015.2016
85949,6,7,7,2,2015.2016
85950,3,6,6,2,2015.2016
85951,9,8,8,2,2015.2016
85952,10,10,10,1,2015.2016
85953,2,5,1,1,2015.2016
85955,5,5,5,4,2015.2016
85956,7,8,8,3,2015.2016
85958,3,6,6,4,2015.2016
85959,11,15,15,3,2015.2016
85960,8,10,10,4,2015.2016
85961,7,7,7,1,2015.2016
85962,12,15,15,5,2015.2016
85963,6,7,7,3,2015.2016
85966,11,15,15,5,2015.2016
85967,5,12,5,4,2015.2016
85970,7,14,14,4,2015.2016
85971,4,7,7,4,2015.2016
85973,8,9,9,5,2015.2016
85977,11,15,15,4,2015.2016
85979,8,9,9,4,2015.2016
85980,7,6,6,2,2015.2016
85981,5,9,6,2,2015.2016
85984,12,15,15,5,2015.2016
85985,12,15,15,3,2015.2016
85986,5,6,6,3,2015.2016
85987,12,15,15,3,2015.2016
85988,11,14,14,3,2015.2016
85990,12,15,15,4,2015.2016
85992,6,6,6,3,2015.2016
85993,11,15,15,4,2015.2016
85994,12,15,15,5,2015.2016
85995,4,6,6,5,2015.2016
85997,5,5,5,5,2015.2016
85998,9,7,7,4,2015.2016
85999,7,4,4,4,2015.2016
86000,12,9,9,2,2015.2016
86002,6,5,5,4,2015.2016
86003,3,3,3,4,2015.2016
86004,4,3,3,4,2015.2016
86005,11,14,14,4,2015.2016
86006,11,14,14,4,2015.2016
86007,12,15,15,5,2015.2016
86009,11,14,14,4,2015.2016
86010,8,9,9,4,2015.2016
86011,11,15,15,3,2015.2016
86012,1,1,1,2,2015.2016
86013,10,10,10,5,2015.2016
86014,11,15,15,4,2015.2016
86015,11,10,10,5,2015.2016
86016,9,14,14,4,2015.2016
86017,6,6,6,4,2015.2016
86018,9,9,9,3,2015.2016
86019,8,8,8,5,2015.2016
86021,3,3,3,1,2015.2016
86022,1,7,2,4,2015.2016
86023,7,6,6,1,2015.2016
86024,3,4,4,1,2015.2016
86026,6,5,5,3,2015.2016
86027,1,6,3,5,2015.2016
86028,4,6,6,1,2015.2016
86029,12,15,15,5,2015.2016
86030,4,4,4,3,2015.2016
86031,7,6,6,3,2015.2016
86032,3,3,3,1,2015.2016
86033,2,3,3,2,2015.2016
86034,12,15,15,5,2015.2016
86035,12,15,15,5,2015.2016
86036,3,3,3,2,2015.2016
86038,12,15,15,4,2015.2016
86039,12,15,15,4,2015.2016
86040,3,12,4,3,2015.2016
86043,7,7,7,3,2015.2016
86044,3,3,3,2,2015.2016
86045,9,9,9,4,2015.2016
86046,11,14,14,4,2015.2016
86047,5,4,4,4,2015.2016
86048,5,6,6,2,2015.2016
86049,5,5,5,2,2015.2016
86050,5,7,7,4,2015.2016
86052,2,5,2,4,2015.2016
86053,8,9,9,4,2015.2016
86055,4,4,4,4,2015.2016
86057,12,15,15,5,2015.2016
86058,7,7,7,3,2015.2016
86059,6,6,6,3,2015.2016
86060,7,7,7,2,2015.2016
86061,7,7,6,3,2015.2016
86062,7,7,7,4,2015.2016
86063,5,4,4,3,2015.2016
86064,6,6,6,3,2015.2016
86065,6,6,6,3,2015.2016
86067,3,6,4,1,2015.2016
86068,4,4,4,1,2015.2016
86069,4,4,4,4,2015.2016
86070,1,2,1,2,2015.2016
86071,6,7,7,3,2015.2016
86073,8,10,10,4,2015.2016
86074,2,4,4,4,2015.2016
86075,3,4,4,4,2015.2016
86076,3,3,3,3,2015.2016
86078,6,6,6,3,2015.2016
86079,4,4,4,4,2015.2016
86080,6,5,5,3,2015.2016
86082,7,10,10,3,2015.2016
86083,6,6,6,4,2015.2016
86084,9,15,15,4,2015.2016
86085,10,10,10,2,2015.2016
86087,9,10,10,2,2015.2016
86088,9,9,9,1,2015.2016
86090,12,15,15,5,2015.2016
86093,12,15,15,4,2015.2016
86094,6,7,7,5,2015.2016
86095,4,6,6,1,2015.2016
86096,12,15,15,5,2015.2016
86097,4,4,4,3,2015.2016
86098,12,15,15,5,2015.2016
86100,3,4,4,2,2015.2016
86101,10,14,14,3,2015.2016
86102,3,3,3,4,2015.2016
86105,1,3,3,4,2015.2016
86106,10,8,8,5,2015.2016
86107,6,3,3,2,2015.2016
86108,9,9,9,3,2015.2016
86109,10,15,15,5,2015.2016
86110,7,14,14,4,2015.2016
86111,12,15,15,5,2015.2016
86112,5,5,5,2,2015.2016
86113,12,15,15,3,2015.2016
86114,6,6,6,1,2015.2016
86115,10,10,10,5,2015.2016
86117,5,8,8,4,2015.2016
86118,3,2,2,3,2015.2016
86119,5,7,7,4,2015.2016
86120,3,2,2,1,2015.2016
86121,2,2,2,3,2015.2016
86122,2,2,2,4,2015.2016
86123,12,15,15,5,2015.2016
86124,3,6,6,4,2015.2016
86125,7,8,8,3,2015.2016
86126,7,10,9,5,2015.2016
86127,3,2,2,2,2015.2016
86129,2,2,2,4,2015.2016
86132,5,5,5,3,2015.2016
86133,7,7,7,4,2015.2016
86134,3,4,4,4,2015.2016
86135,5,6,6,3,2015.2016
86137,8,10,10,4,2015.2016
86138,2,2,2,1,2015.2016
86140,4,3,3,4,2015.2016
86142,6,6,6,3,2015.2016
86143,11,14,14,5,2015.2016
86144,3,6,4,5,2015.2016
86145,6,6,6,4,2015.2016
86146,12,1,1,5,2015.2016
86147,3,6,6,2,2015.2016
86148,3,8,8,3,2015.2016
86149,11,10,10,3,2015.2016
86150,11,15,15,2,2015.2016
86152,10,14,14,4,2015.2016
86154,3,1,1,3,2015.2016
86155,8,14,14,4,2015.2016
86156,7,7,5,1,2015.2016
86157,8,8,8,4,2015.2016
86158,2,2,2,3,2015.2016
86161,11,14,14,3,2015.2016
86163,11,14,14,5,2015.2016
86164,8,8,8,4,2015.2016
86165,2,1,1,1,2015.2016
86166,7,8,8,4,2015.2016
86167,12,15,15,4,2015.2016
86168,6,7,7,3,2015.2016
86170,11,9,9,5,2015.2016
86171,6,14,8,1,2015.2016
86172,9,14,14,1,2015.2016
86173,7,10,10,4,2015.2016
86174,11,15,15,4,2015.2016
86175,6,7,7,5,2015.2016
86177,7,9,9,5,2015.2016
86178,2,3,3,1,2015.2016
86179,12,15,15,3,2015.2016
86180,8,10,10,4,2015.2016
86181,12,15,15,5,2015.2016
86182,10,15,15,5,2015.2016
86183,5,7,7,3,2015.2016
86184,12,15,15,5,2015.2016
86185,10,10,10,3,2015.2016
86186,7,6,6,4,2015.2016
86187,1,4,4,3,2015.2016
86188,8,7,7,5,2015.2016
86191,7,8,8,4,2015.2016
86192,5,4,4,3,2015.2016
86193,11,14,14,4,2015.2016
86196,6,8,8,4,2015.2016
86197,2,4,4,2,2015.2016
86199,1,1,1,4,2015.2016
86200,4,5,5,1,2015.2016
86201,4,6,6,4,2015.2016
86202,7,15,15,5,2015.2016
86203,12,15,15,3,2015.2016
86204,12,15,15,3,2015.2016
86205,7,8,8,4,2015.2016
86208,12,15,15,5,2015.2016
86209,6,6,6,3,2015.2016
86210,5,8,8,4,2015.2016
86211,7,7,7,4,2015.2016
86212,3,2,2,3,2015.2016
86213,3,7,7,1,2015.2016
86214,2,2,2,1,2015.2016
86215,12,15,15,2,2015.2016
86217,3,3,3,2,2015.2016
86218,6,7,7,3,2015.2016
86219,1,1,1,4,2015.2016
86220,1,6,6,4,2015.2016
86221,3,1,1,3,2015.2016
86224,12,14,14,4,2015.2016
86225,7,6,6,5,2015.2016
86226,4,12,5,4,2015.2016
86227,3,5,5,4,2015.2016
86228,10,14,14,3,2015.2016
86229,7,6,6,5,2015.2016
86230,11,6,6,4,2015.2016
86232,11,14,14,2,2015.2016
86233,12,15,15,5,2015.2016
86234,1,1,1,3,2015.2016
86235,7,8,8,4,2015.2016
86236,8,7,7,5,2015.2016
86237,6,6,6,4,2015.2016
86238,5,5,5,5,2015.2016
86240,3,4,4,3,2015.2016
86241,6,5,5,5,2015.2016
86242,6,5,5,3,2015.2016
86243,12,15,15,4,2015.2016
86245,4,3,3,5,2015.2016
86247,7,6,6,5,2015.2016
86249,2,2,2,3,2015.2016
86252,10,15,15,1,2015.2016
86254,12,15,15,5,2015.2016
86255,2,2,2,1,2015.2016
86256,3,3,3,2,2015.2016
86257,12,15,15,5,2015.2016
86258,4,1,1,3,2015.2016
86259,11,10,10,4,2015.2016
86261,6,15,15,4,2015.2016
86262,12,15,15,5,2015.2016
86263,8,9,9,5,2015.2016
86268,7,6,6,5,2015.2016
86269,6,6,6,5,2015.2016
86273,6,7,7,4,2015.2016
86274,8,15,15,3,2015.2016
86275,11,15,15,4,2015.2016
86278,3,12,3,1,2015.2016
86279,6,5,5,4,2015.2016
86281,6,9,6,5,2015.2016
86282,7,8,8,3,2015.2016
86284,6,6,6,4,2015.2016
86285,2,4,1,3,2015.2016
86287,4,5,5,1,2015.2016
86288,8,15,15,5,2015.2016
86289,12,15,15,5,2015.2016
86291,8,7,7,5,2015.2016
86292,3,6,6,1,2015.2016
86293,8,9,9,5,2015.2016
86294,6,8,8,4,2015.2016
86295,8,9,9,4,2015.2016
86296,8,9,9,1,2015.2016
86297,3,6,5,4,2015.2016
86298,12,15,15,5,2015.2016
86300,12,15,15,3,2015.2016
86302,5,2,2,3,2015.2016
86303,8,14,14,4,2015.2016
86304,9,15,15,3,2015.2016
86306,8,7,7,4,2015.2016
86309,11,9,9,5,2015.2016
86310,10,14,14,5,2015.2016
86311,5,5,5,1,2015.2016
86312,11,14,14,5,2015.2016
86313,9,10,10,2,2015.2016
86314,12,15,15,4,2015.2016
86315,3,3,3,1,2015.2016
86316,6,9,9,3,2015.2016
86317,6,5,5,1,2015.2016
86318,3,3,3,5,2015.2016
86319,3,3,3,4,2015.2016
86320,2,2,2,1,2015.2016
86321,6,7,7,5,2015.2016
86322,7,7,7,4,2015.2016
86323,11,7,7,1,2015.2016
86324,6,8,8,5,2015.2016
86325,4,1,1,5,2015.2016
86327,1,8,1,3,2015.2016
86328,12,15,15,5,2015.2016
86329,7,8,8,3,2015.2016
86330,2,6,6,4,2015.2016
86332,3,1,1,4,2015.2016
86333,3,14,7,5,2015.2016
86336,7,6,6,4,2015.2016
86337,9,10,10,3,2015.2016
86338,7,6,6,2,2015.2016
86340,4,4,4,2,2015.2016
86342,7,7,7,4,2015.2016
86343,12,15,15,3,2015.2016
86344,7,9,9,5,2015.2016
86345,6,2,2,1,2015.2016
86347,2,5,3,3,2015.2016
86348,12,15,15,1,2015.2016
86349,11,15,15,3,2015.2016
86350,12,15,15,5,2015.2016
86352,8,10,10,5,2015.2016
86353,9,8,8,2,2015.2016
86354,8,7,7,3,2015.2016
86356,7,7,7,3,2015.2016
86357,8,9,9,5,2015.2016
86359,11,14,14,4,2015.2016
86360,2,2,2,2,2015.2016
86361,8,8,8,3,2015.2016
86362,1,1,1,4,2015.2016
86363,7,8,8,3,2015.2016
86364,12,15,15,3,2015.2016
86365,5,5,5,1,2015.2016
86366,9,10,10,5,2015.2016
86367,5,6,6,4,2015.2016
86368,11,14,14,3,2015.2016
86370,6,7,7,4,2015.2016
86373,11,14,14,4,2015.2016
86374,12,15,15,4,2015.2016
86375,9,9,9,2,2015.2016
86376,1,6,6,4,2015.2016
86378,9,9,9,2,2015.2016
86379,3,4,4,3,2015.2016
86380,2,5,2,4,2015.2016
86381,7,8,8,5,2015.2016
86382,7,6,6,4,2015.2016
86383,12,15,15,1,2015.2016
86384,2,3,3,1,2015.2016
86385,8,9,9,3,2015.2016
86386,3,2,2,2,2015.2016
86387,10,9,9,3,2015.2016
86388,11,10,10,5,2015.2016
86389,9,14,14,5,2015.2016
86390,12,15,15,5,2015.2016
86392,2,1,1,3,2015.2016
86393,10,10,10,3,2015.2016
86394,8,9,9,3,2015.2016
86395,7,12,5,4,2015.2016
86396,9,10,10,1,2015.2016
86397,10,8,8,3,2015.2016
86398,5,3,3,1,2015.2016
86399,5,10,10,3,2015.2016
86400,5,4,4,3,2015.2016
86404,5,6,6,3,2015.2016
86405,4,4,4,4,2015.2016
86406,8,6,6,4,2015.2016
86407,3,5,5,4,2015.2016
86409,8,9,9,5,2015.2016
86410,9,8,8,2,2015.2016
86412,5,3,3,1,2015.2016
86413,12,15,15,3,2015.2016
86414,7,6,6,3,2015.2016
86415,2,15,3,5,2015.2016
86416,1,4,1,3,2015.2016
86418,10,14,14,4,2015.2016
86419,6,14,14,5,2015.2016
86420,4,6,6,3,2015.2016
86421,8,7,7,2,2015.2016
86422,3,4,4,1,2015.2016
86423,5,5,5,1,2015.2016
86424,8,8,8,1,2015.2016
86425,2,1,1,3,2015.2016
86426,12,15,15,1,2015.2016
86427,7,8,8,5,2015.2016
86428,5,5,5,3,2015.2016
86429,12,15,15,3,2015.2016
86431,2,3,3,3,2015.2016
86432,3,3,3,4,2015.2016
86433,10,9,9,4,2015.2016
86435,5,7,7,1,2015.2016
86436,7,8,8,4,2015.2016
86437,11,15,15,5,2015.2016
86438,8,14,14,4,2015.2016
86439,8,8,8,1,2015.2016
86440,7,10,10,3,2015.2016
86441,11,15,15,4,2015.2016
86442,2,3,3,4,2015.2016
86443,9,14,14,5,2015.2016
86445,11,14,14,5,2015.2016
86446,11,14,14,5,2015.2016
86447,2,3,3,3,2015.2016
86448,7,7,7,1,2015.2016
86453,12,15,15,5,2015.2016
86455,11,15,15,5,2015.2016
86456,12,14,14,4,2015.2016
86457,7,10,10,5,2015.2016
86458,12,15,15,5,2015.2016
86459,5,3,3,3,2015.2016
86460,6,6,6,2,2015.2016
86461,11,14,14,4,2015.2016
86463,10,15,15,4,2015.2016
86464,12,15,15,4,2015.2016
86465,8,15,15,3,2015.2016
86467,7,6,6,4,2015.2016
86470,10,15,15,5,2015.2016
86471,2,1,1,3,2015.2016
86472,8,8,8,5,2015.2016
86473,3,3,3,1,2015.2016
86474,3,3,3,1,2015.2016
86477,7,5,5,5,2015.2016
86478,9,14,14,4,2015.2016
86479,12,15,15,4,2015.2016
86480,7,7,7,3,2015.2016
86481,2,1,1,2,2015.2016
86482,4,7,7,2,2015.2016
86483,11,14,14,4,2015.2016
86484,11,15,15,5,2015.2016
86486,7,7,7,4,2015.2016
86487,10,14,14,4,2015.2016
86492,8,6,6,2,2015.2016
86493,2,4,4,5,2015.2016
86494,6,7,7,1,2015.2016
